region,offence,year,crimes.number,erp,crime.rate
Central West,Robbery,2006,55,193328,28
Central West,Sexual offences,2006,419,193328,217
Central West,Theft,2006,7425,193328,3841
Central West,Transport regulatory offences,2006,34,193328,18
Far West,Abduction and kidnapping,2006,4,22848,18
Far West,Against justice procedures,2006,286,22848,1252
Far West,Arson,2006,28,22848,123
Far West,Assault,2006,590,22848,2582
Far West,Betting and gaming offences,2006,0,22848,0
Far West,Blackmail and extortion,2006,0,22848,0
Far West,Disorderly conduct,2006,202,22848,884
Far West,Drug offences,2006,101,22848,442
Far West,Homicide,2006,0,22848,0
Far West,"Intimidation, stalking and harassment",2006,113,22848,495
Far West,Liquor offences,2006,137,22848,600
Far West,Malicious damage to property,2006,618,22848,2705
Far West,Other offences,2006,109,22848,477
Far West,Other offences against the person,2006,5,22848,22
Far West,Pornography offences,2006,2,22848,9
Far West,Prohibited and regulated weapons offences,2006,59,22848,258
Far West,Prostitution offences,2006,0,22848,0
Far West,Robbery,2006,6,22848,26
Far West,Sexual offences,2006,67,22848,293
Far West,Theft,2006,1052,22848,4604
Far West,Transport regulatory offences,2006,1,22848,4
Greater Metropolitan Sydney,Abduction and kidnapping,2006,232,3774737,6
Greater Metropolitan Sydney,Against justice procedures,2006,16897,3774737,448
Greater Metropolitan Sydney,Arson,2006,3819,3774737,101
Greater Metropolitan Sydney,Assault,2006,33450,3774737,886
Greater Metropolitan Sydney,Betting and gaming offences,2006,153,3774737,4
Greater Metropolitan Sydney,Blackmail and extortion,2006,62,3774737,2
Greater Metropolitan Sydney,Disorderly conduct,2006,7855,3774737,208
Greater Metropolitan Sydney,Drug offences,2006,11069,3774737,293
Greater Metropolitan Sydney,Homicide,2006,98,3774737,3
Greater Metropolitan Sydney,"Intimidation, stalking and harassment",2006,12091,3774737,320
Greater Metropolitan Sydney,Liquor offences,2006,5638,3774737,149
Greater Metropolitan Sydney,Malicious damage to property,2006,51052,3774737,1352
Greater Metropolitan Sydney,Other offences,2006,7076,3774737,187
Greater Metropolitan Sydney,Other offences against the person,2006,807,3774737,21
Greater Metropolitan Sydney,Pornography offences,2006,74,3774737,2
Greater Metropolitan Sydney,Prohibited and regulated weapons offences,2006,4043,3774737,107
Greater Metropolitan Sydney,Prostitution offences,2006,94,3774737,2
Greater Metropolitan Sydney,Robbery,2006,6355,3774737,168
Greater Metropolitan Sydney,Sexual offences,2006,3799,3774737,101
Greater Metropolitan Sydney,Theft,2006,173639,3774737,4600
Greater Metropolitan Sydney,Transport regulatory offences,2006,26670,3774737,707
Hunter,Abduction and kidnapping,2006,22,567941,4
Hunter,Against justice procedures,2006,2606,567941,459
Hunter,Arson,2006,788,567941,139
Hunter,Assault,2006,6402,567941,1127
Hunter,Betting and gaming offences,2006,7,567941,1
Hunter,Blackmail and extortion,2006,0,567941,0
Hunter,Disorderly conduct,2006,1394,567941,245
Hunter,Drug offences,2006,1269,567941,223
Hunter,Homicide,2006,7,567941,1
Hunter,"Intimidation, stalking and harassment",2006,1926,567941,339
Hunter,Liquor offences,2006,770,567941,136
Hunter,Malicious damage to property,2006,10871,567941,1914
Hunter,Other offences,2006,949,567941,167
Hunter,Other offences against the person,2006,89,567941,16
Hunter,Pornography offences,2006,14,567941,2
Hunter,Prohibited and regulated weapons offences,2006,587,567941,103
Hunter,Prostitution offences,2006,1,567941,0
Hunter,Robbery,2006,323,567941,57
Hunter,Sexual offences,2006,842,567941,148
Hunter,Theft,2006,27361,567941,4818
Hunter,Transport regulatory offences,2006,2618,567941,461
Illawarra,Abduction and kidnapping,2006,18,406815,4
Illawarra,Against justice procedures,2006,2543,406815,625
Illawarra,Arson,2006,566,406815,139
Illawarra,Assault,2006,4358,406815,1071
Illawarra,Betting and gaming offences,2006,39,406815,10
Illawarra,Blackmail and extortion,2006,4,406815,1
Illawarra,Disorderly conduct,2006,1093,406815,269
Illawarra,Drug offences,2006,1079,406815,265
Illawarra,Homicide,2006,14,406815,3
Illawarra,"Intimidation, stalking and harassment",2006,1446,406815,355
Illawarra,Liquor offences,2006,920,406815,226
Illawarra,Malicious damage to property,2006,7538,406815,1853
Illawarra,Other offences,2006,909,406815,223
Illawarra,Other offences against the person,2006,103,406815,25
Illawarra,Pornography offences,2006,7,406815,2
Illawarra,Prohibited and regulated weapons offences,2006,454,406815,112
Illawarra,Prostitution offences,2006,3,406815,1
Illawarra,Robbery,2006,258,406815,63
Illawarra,Sexual offences,2006,555,406815,136
Illawarra,Theft,2006,16297,406815,4006
Illawarra,Transport regulatory offences,2006,3605,406815,886
Mid North Coast,Abduction and kidnapping,2006,7,329379,2
Mid North Coast,Against justice procedures,2006,1876,329379,570
Mid North Coast,Arson,2006,407,329379,124
Mid North Coast,Assault,2006,3757,329379,1141
Mid North Coast,Betting and gaming offences,2006,7,329379,2
Mid North Coast,Blackmail and extortion,2006,0,329379,0
Mid North Coast,Disorderly conduct,2006,1603,329379,487
Mid North Coast,Drug offences,2006,1289,329379,391
Mid North Coast,Homicide,2006,12,329379,4
Mid North Coast,"Intimidation, stalking and harassment",2006,1276,329379,387
Mid North Coast,Liquor offences,2006,1197,329379,363
Mid North Coast,Malicious damage to property,2006,6024,329379,1829
Mid North Coast,Other offences,2006,1273,329379,386
Mid North Coast,Other offences against the person,2006,92,329379,28
Mid North Coast,Pornography offences,2006,7,329379,2
Mid North Coast,Prohibited and regulated weapons offences,2006,397,329379,121
Mid North Coast,Prostitution offences,2006,3,329379,1
Mid North Coast,Robbery,2006,145,329379,44
Mid North Coast,Sexual offences,2006,622,329379,189
Mid North Coast,Theft,2006,13621,329379,4135
Mid North Coast,Transport regulatory offences,2006,31,329379,9
Murray,Abduction and kidnapping,2006,6,107962,6
Murray,Against justice procedures,2006,692,107962,641
Murray,Arson,2006,126,107962,117
Murray,Assault,2006,1393,107962,1290
Murray,Betting and gaming offences,2006,9,107962,8
Murray,Blackmail and extortion,2006,0,107962,0
Murray,Disorderly conduct,2006,897,107962,831
Murray,Drug offences,2006,355,107962,329
Murray,Homicide,2006,3,107962,3
Murray,"Intimidation, stalking and harassment",2006,414,107962,383
Murray,Liquor offences,2006,845,107962,783
Murray,Malicious damage to property,2006,2056,107962,1904
Murray,Other offences,2006,538,107962,498
Murray,Other offences against the person,2006,22,107962,20
Murray,Pornography offences,2006,2,107962,2
Murray,Prohibited and regulated weapons offences,2006,210,107962,195
Murray,Prostitution offences,2006,0,107962,0
Murray,Robbery,2006,22,107962,20
Murray,Sexual offences,2006,207,107962,192
Murray,Theft,2006,4951,107962,4586
Murray,Transport regulatory offences,2006,7,107962,6
Murrumbidgee,Abduction and kidnapping,2006,9,141783,6
Murrumbidgee,Against justice procedures,2006,957,141783,675
Murrumbidgee,Arson,2006,214,141783,151
Murrumbidgee,Assault,2006,1688,141783,1191
Murrumbidgee,Betting and gaming offences,2006,96,141783,68
Murrumbidgee,Blackmail and extortion,2006,0,141783,0
Murrumbidgee,Disorderly conduct,2006,844,141783,595
Murrumbidgee,Drug offences,2006,630,141783,444
Murrumbidgee,Homicide,2006,3,141783,2
Murrumbidgee,"Intimidation, stalking and harassment",2006,651,141783,459
Murrumbidgee,Liquor offences,2006,732,141783,516
Murrumbidgee,Malicious damage to property,2006,2998,141783,2115
Murrumbidgee,Other offences,2006,505,141783,356
Murrumbidgee,Other offences against the person,2006,56,141783,40
Murrumbidgee,Pornography offences,2006,4,141783,3
Murrumbidgee,Prohibited and regulated weapons offences,2006,240,141783,169
Murrumbidgee,Prostitution offences,2006,2,141783,1
Murrumbidgee,Robbery,2006,46,141783,32
Murrumbidgee,Sexual offences,2006,292,141783,206
Murrumbidgee,Theft,2006,6001,141783,4233
Murrumbidgee,Transport regulatory offences,2006,19,141783,13
North Western,Abduction and kidnapping,2006,13,95911,14
North Western,Against justice procedures,2006,1592,95911,1660
North Western,Arson,2006,343,95911,358
North Western,Assault,2006,2462,95911,2567
North Western,Betting and gaming offences,2006,2,95911,2
North Western,Blackmail and extortion,2006,0,95911,0
North Western,Disorderly conduct,2006,1110,95911,1157
North Western,Drug offences,2006,462,95911,482
North Western,Homicide,2006,5,95911,5
North Western,"Intimidation, stalking and harassment",2006,632,95911,659
North Western,Liquor offences,2006,540,95911,563
North Western,Malicious damage to property,2006,3167,95911,3302
North Western,Other offences,2006,684,95911,713
North Western,Other offences against the person,2006,69,95911,72
North Western,Pornography offences,2006,2,95911,2
North Western,Prohibited and regulated weapons offences,2006,291,95911,303
North Western,Prostitution offences,2006,1,95911,1
North Western,Robbery,2006,51,95911,53
North Western,Sexual offences,2006,367,95911,383
North Western,Theft,2006,5771,95911,6017
North Western,Transport regulatory offences,2006,8,95911,8
Northern,Abduction and kidnapping,2006,2,176828,1
Northern,Against justice procedures,2006,1506,176828,852
Northern,Arson,2006,233,176828,132
Northern,Assault,2006,2726,176828,1542
Northern,Betting and gaming offences,2006,6,176828,3
Northern,Blackmail and extortion,2006,0,176828,0
Northern,Disorderly conduct,2006,1326,176828,750
Northern,Drug offences,2006,581,176828,329
Northern,Homicide,2006,4,176828,2
Northern,"Intimidation, stalking and harassment",2006,903,176828,511
Northern,Liquor offences,2006,604,176828,342
Northern,Malicious damage to property,2006,4037,176828,2283
Northern,Other offences,2006,758,176828,429
Northern,Other offences against the person,2006,70,176828,40
Northern,Pornography offences,2006,1,176828,1
Northern,Prohibited and regulated weapons offences,2006,322,176828,182
Northern,Prostitution offences,2006,3,176828,2
Northern,Robbery,2006,63,176828,36
Northern,Sexual offences,2006,405,176828,229
Northern,Theft,2006,7037,176828,3980
Northern,Transport regulatory offences,2006,18,176828,10
Richmond Tweed,Abduction and kidnapping,2006,10,225750,4
Richmond Tweed,Against justice procedures,2006,1425,225750,631
Richmond Tweed,Arson,2006,174,225750,77
Richmond Tweed,Assault,2006,2963,225750,1313
Richmond Tweed,Betting and gaming offences,2006,3,225750,1
Richmond Tweed,Blackmail and extortion,2006,0,225750,0
Richmond Tweed,Disorderly conduct,2006,1201,225750,532
Richmond Tweed,Drug offences,2006,1471,225750,652
Richmond Tweed,Homicide,2006,6,225750,3
Richmond Tweed,"Intimidation, stalking and harassment",2006,719,225750,318
Richmond Tweed,Liquor offences,2006,973,225750,431
Richmond Tweed,Malicious damage to property,2006,3587,225750,1589
Richmond Tweed,Other offences,2006,852,225750,377
Richmond Tweed,Other offences against the person,2006,51,225750,23
Richmond Tweed,Pornography offences,2006,3,225750,1
Richmond Tweed,Prohibited and regulated weapons offences,2006,280,225750,124
Richmond Tweed,Prostitution offences,2006,1,225750,0
Richmond Tweed,Robbery,2006,94,225750,42
Richmond Tweed,Sexual offences,2006,410,225750,182
Richmond Tweed,Theft,2006,9739,225750,4314
Richmond Tweed,Transport regulatory offences,2006,10,225750,4
Southeastern,Abduction and kidnapping,2006,12,218063,6
Southeastern,Against justice procedures,2006,1051,218063,482
Southeastern,Arson,2006,225,218063,103
Southeastern,Assault,2006,2377,218063,1090
Southeastern,Betting and gaming offences,2006,41,218063,19
Southeastern,Blackmail and extortion,2006,2,218063,1
Southeastern,Disorderly conduct,2006,1361,218063,624
Southeastern,Drug offences,2006,886,218063,406
Southeastern,Homicide,2006,8,218063,4
Southeastern,"Intimidation, stalking and harassment",2006,1013,218063,465
Southeastern,Liquor offences,2006,1196,218063,548
Southeastern,Malicious damage to property,2006,3859,218063,1770
Southeastern,Other offences,2006,999,218063,458
Southeastern,Other offences against the person,2006,69,218063,32
Southeastern,Pornography offences,2006,1,218063,0
Southeastern,Prohibited and regulated weapons offences,2006,379,218063,174
Southeastern,Prostitution offences,2006,0,218063,0
Southeastern,Robbery,2006,52,218063,24
Southeastern,Sexual offences,2006,423,218063,194
Southeastern,Theft,2006,7177,218063,3291
Southeastern,Transport regulatory offences,2006,18,218063,8
Sydney Surrounds,Abduction and kidnapping,2006,20,481345,4
Sydney Surrounds,Against justice procedures,2006,1884,481345,391
Sydney Surrounds,Arson,2006,595,481345,124
Sydney Surrounds,Assault,2006,4645,481345,965
Sydney Surrounds,Betting and gaming offences,2006,20,481345,4
Sydney Surrounds,Blackmail and extortion,2006,3,481345,1
Sydney Surrounds,Disorderly conduct,2006,1316,481345,273
Sydney Surrounds,Drug offences,2006,1117,481345,232
Sydney Surrounds,Homicide,2006,11,481345,2
Sydney Surrounds,"Intimidation, stalking and harassment",2006,1849,481345,384
Sydney Surrounds,Liquor offences,2006,860,481345,179
Sydney Surrounds,Malicious damage to property,2006,8446,481345,1755
Sydney Surrounds,Other offences,2006,1112,481345,231
Sydney Surrounds,Other offences against the person,2006,125,481345,26
Sydney Surrounds,Pornography offences,2006,14,481345,3
Sydney Surrounds,Prohibited and regulated weapons offences,2006,438,481345,91
Sydney Surrounds,Prostitution offences,2006,2,481345,0
Sydney Surrounds,Robbery,2006,189,481345,39
Sydney Surrounds,Sexual offences,2006,701,481345,146
Sydney Surrounds,Theft,2006,17447,481345,3625
Sydney Surrounds,Transport regulatory offences,2006,1534,481345,319
Central West,Abduction and kidnapping,2007,7,194455,4
Central West,Against justice procedures,2007,1569,194455,807
Central West,Arson,2007,284,194455,146
Central West,Assault,2007,2521,194455,1296
Central West,Betting and gaming offences,2007,19,194455,10
Central West,Blackmail and extortion,2007,0,194455,0
Central West,Disorderly conduct,2007,1333,194455,686
Central West,Drug offences,2007,843,194455,434
Central West,Homicide,2007,6,194455,3
Central West,"Intimidation, stalking and harassment",2007,1005,194455,517
Central West,Liquor offences,2007,754,194455,388
Central West,Malicious damage to property,2007,4380,194455,2252
Central West,Other offences,2007,736,194455,378
Central West,Other offences against the person,2007,59,194455,30
Central West,Pornography offences,2007,14,194455,7
Central West,Prohibited and regulated weapons offences,2007,399,194455,205
Central West,Prostitution offences,2007,0,194455,0
Central West,Robbery,2007,67,194455,34
Central West,Sexual offences,2007,414,194455,213
Central West,Theft,2007,7615,194455,3916
Central West,Transport regulatory offences,2007,16,194455,8
Far West,Abduction and kidnapping,2007,3,22811,13
Far West,Against justice procedures,2007,336,22811,1473
Far West,Arson,2007,20,22811,88
Far West,Assault,2007,488,22811,2139
Far West,Betting and gaming offences,2007,6,22811,26
Far West,Blackmail and extortion,2007,0,22811,0
Far West,Disorderly conduct,2007,176,22811,772
Far West,Drug offences,2007,159,22811,697
Far West,Homicide,2007,1,22811,4
Far West,"Intimidation, stalking and harassment",2007,164,22811,719
Far West,Liquor offences,2007,193,22811,846
Far West,Malicious damage to property,2007,661,22811,2898
Far West,Other offences,2007,92,22811,403
Far West,Other offences against the person,2007,6,22811,26
Far West,Pornography offences,2007,2,22811,9
Far West,Prohibited and regulated weapons offences,2007,62,22811,272
Far West,Prostitution offences,2007,0,22811,0
Far West,Robbery,2007,3,22811,13
Far West,Sexual offences,2007,53,22811,232
Far West,Theft,2007,1136,22811,4980
Far West,Transport regulatory offences,2007,1,22811,4
Greater Metropolitan Sydney,Abduction and kidnapping,2007,208,3838898,5
Greater Metropolitan Sydney,Against justice procedures,2007,20735,3838898,540
Greater Metropolitan Sydney,Arson,2007,3215,3838898,84
Greater Metropolitan Sydney,Assault,2007,34708,3838898,904
Greater Metropolitan Sydney,Betting and gaming offences,2007,64,3838898,2
Greater Metropolitan Sydney,Blackmail and extortion,2007,51,3838898,1
Greater Metropolitan Sydney,Disorderly conduct,2007,8497,3838898,221
Greater Metropolitan Sydney,Drug offences,2007,11034,3838898,287
Greater Metropolitan Sydney,Homicide,2007,83,3838898,2
Greater Metropolitan Sydney,"Intimidation, stalking and harassment",2007,12676,3838898,330
Greater Metropolitan Sydney,Liquor offences,2007,6938,3838898,181
Greater Metropolitan Sydney,Malicious damage to property,2007,50399,3838898,1313
Greater Metropolitan Sydney,Other offences,2007,6424,3838898,167
Greater Metropolitan Sydney,Other offences against the person,2007,812,3838898,21
Greater Metropolitan Sydney,Pornography offences,2007,74,3838898,2
Greater Metropolitan Sydney,Prohibited and regulated weapons offences,2007,4013,3838898,105
Greater Metropolitan Sydney,Prostitution offences,2007,108,3838898,3
Greater Metropolitan Sydney,Robbery,2007,6209,3838898,162
Greater Metropolitan Sydney,Sexual offences,2007,4038,3838898,105
Greater Metropolitan Sydney,Theft,2007,173349,3838898,4516
Greater Metropolitan Sydney,Transport regulatory offences,2007,28671,3838898,747
Hunter,Abduction and kidnapping,2007,19,575061,3
Hunter,Against justice procedures,2007,2680,575061,466
Hunter,Arson,2007,879,575061,153
Hunter,Assault,2007,6447,575061,1121
Hunter,Betting and gaming offences,2007,26,575061,5
Hunter,Blackmail and extortion,2007,0,575061,0
Hunter,Disorderly conduct,2007,1773,575061,308
Hunter,Drug offences,2007,1334,575061,232
Hunter,Homicide,2007,20,575061,3
Hunter,"Intimidation, stalking and harassment",2007,2027,575061,352
Hunter,Liquor offences,2007,1037,575061,180
Hunter,Malicious damage to property,2007,10618,575061,1846
Hunter,Other offences,2007,822,575061,143
Hunter,Other offences against the person,2007,104,575061,18
Hunter,Pornography offences,2007,21,575061,4
Hunter,Prohibited and regulated weapons offences,2007,634,575061,110
Hunter,Prostitution offences,2007,9,575061,2
Hunter,Robbery,2007,332,575061,58
Hunter,Sexual offences,2007,915,575061,159
Hunter,Theft,2007,26598,575061,4625
Hunter,Transport regulatory offences,2007,1897,575061,330
Illawarra,Abduction and kidnapping,2007,21,411046,5
Illawarra,Against justice procedures,2007,2584,411046,629
Illawarra,Arson,2007,521,411046,127
Illawarra,Assault,2007,4364,411046,1062
Illawarra,Betting and gaming offences,2007,35,411046,9
Illawarra,Blackmail and extortion,2007,1,411046,0
Illawarra,Disorderly conduct,2007,1259,411046,306
Illawarra,Drug offences,2007,1188,411046,289
Illawarra,Homicide,2007,6,411046,1
Illawarra,"Intimidation, stalking and harassment",2007,1726,411046,420
Illawarra,Liquor offences,2007,1146,411046,279
Illawarra,Malicious damage to property,2007,7445,411046,1811
Illawarra,Other offences,2007,867,411046,211
Illawarra,Other offences against the person,2007,112,411046,27
Illawarra,Pornography offences,2007,20,411046,5
Illawarra,Prohibited and regulated weapons offences,2007,486,411046,118
Illawarra,Prostitution offences,2007,13,411046,3
Illawarra,Robbery,2007,240,411046,58
Illawarra,Sexual offences,2007,489,411046,119
Illawarra,Theft,2007,14665,411046,3568
Illawarra,Transport regulatory offences,2007,4315,411046,1050
Mid North Coast,Abduction and kidnapping,2007,18,332935,5
Mid North Coast,Against justice procedures,2007,2125,332935,638
Mid North Coast,Arson,2007,400,332935,120
Mid North Coast,Assault,2007,3893,332935,1169
Mid North Coast,Betting and gaming offences,2007,17,332935,5
Mid North Coast,Blackmail and extortion,2007,0,332935,0
Mid North Coast,Disorderly conduct,2007,1860,332935,559
Mid North Coast,Drug offences,2007,1369,332935,411
Mid North Coast,Homicide,2007,6,332935,2
Mid North Coast,"Intimidation, stalking and harassment",2007,1406,332935,422
Mid North Coast,Liquor offences,2007,1348,332935,405
Mid North Coast,Malicious damage to property,2007,5816,332935,1747
Mid North Coast,Other offences,2007,998,332935,300
Mid North Coast,Other offences against the person,2007,103,332935,31
Mid North Coast,Pornography offences,2007,7,332935,2
Mid North Coast,Prohibited and regulated weapons offences,2007,496,332935,149
Mid North Coast,Prostitution offences,2007,0,332935,0
Mid North Coast,Robbery,2007,109,332935,33
Mid North Coast,Sexual offences,2007,596,332935,179
Mid North Coast,Theft,2007,13627,332935,4093
Mid North Coast,Transport regulatory offences,2007,34,332935,10
Murray,Abduction and kidnapping,2007,6,108554,6
Murray,Against justice procedures,2007,721,108554,664
Murray,Arson,2007,122,108554,112
Murray,Assault,2007,1309,108554,1206
Murray,Betting and gaming offences,2007,20,108554,18
Murray,Blackmail and extortion,2007,0,108554,0
Murray,Disorderly conduct,2007,874,108554,805
Murray,Drug offences,2007,452,108554,416
Murray,Homicide,2007,2,108554,2
Murray,"Intimidation, stalking and harassment",2007,408,108554,376
Murray,Liquor offences,2007,801,108554,738
Murray,Malicious damage to property,2007,2063,108554,1900
Murray,Other offences,2007,523,108554,482
Murray,Other offences against the person,2007,24,108554,22
Murray,Pornography offences,2007,2,108554,2
Murray,Prohibited and regulated weapons offences,2007,214,108554,197
Murray,Prostitution offences,2007,0,108554,0
Murray,Robbery,2007,28,108554,26
Murray,Sexual offences,2007,215,108554,198
Murray,Theft,2007,4838,108554,4457
Murray,Transport regulatory offences,2007,10,108554,9
Murrumbidgee,Abduction and kidnapping,2007,7,142450,5
Murrumbidgee,Against justice procedures,2007,1114,142450,782
Murrumbidgee,Arson,2007,193,142450,135
Murrumbidgee,Assault,2007,1848,142450,1297
Murrumbidgee,Betting and gaming offences,2007,54,142450,38
Murrumbidgee,Blackmail and extortion,2007,2,142450,1
Murrumbidgee,Disorderly conduct,2007,1065,142450,748
Murrumbidgee,Drug offences,2007,680,142450,477
Murrumbidgee,Homicide,2007,2,142450,1
Murrumbidgee,"Intimidation, stalking and harassment",2007,896,142450,629
Murrumbidgee,Liquor offences,2007,1390,142450,976
Murrumbidgee,Malicious damage to property,2007,3017,142450,2118
Murrumbidgee,Other offences,2007,581,142450,408
Murrumbidgee,Other offences against the person,2007,70,142450,49
Murrumbidgee,Pornography offences,2007,3,142450,2
Murrumbidgee,Prohibited and regulated weapons offences,2007,264,142450,185
Murrumbidgee,Prostitution offences,2007,1,142450,1
Murrumbidgee,Robbery,2007,35,142450,25
Murrumbidgee,Sexual offences,2007,330,142450,232
Murrumbidgee,Theft,2007,5605,142450,3935
Murrumbidgee,Transport regulatory offences,2007,18,142450,13
North Western,Abduction and kidnapping,2007,8,95541,8
North Western,Against justice procedures,2007,1207,95541,1263
North Western,Arson,2007,232,95541,243
North Western,Assault,2007,2265,95541,2371
North Western,Betting and gaming offences,2007,5,95541,5
North Western,Blackmail and extortion,2007,0,95541,0
North Western,Disorderly conduct,2007,1103,95541,1154
North Western,Drug offences,2007,423,95541,443
North Western,Homicide,2007,2,95541,2
North Western,"Intimidation, stalking and harassment",2007,700,95541,733
North Western,Liquor offences,2007,833,95541,872
North Western,Malicious damage to property,2007,2720,95541,2847
North Western,Other offences,2007,691,95541,723
North Western,Other offences against the person,2007,43,95541,45
North Western,Pornography offences,2007,2,95541,2
North Western,Prohibited and regulated weapons offences,2007,287,95541,300
North Western,Prostitution offences,2007,0,95541,0
North Western,Robbery,2007,45,95541,47
North Western,Sexual offences,2007,339,95541,355
North Western,Theft,2007,5054,95541,5290
North Western,Transport regulatory offences,2007,12,95541,13
Northern,Abduction and kidnapping,2007,5,177389,3
Northern,Against justice procedures,2007,1706,177389,962
Northern,Arson,2007,244,177389,138
Northern,Assault,2007,2830,177389,1595
Northern,Betting and gaming offences,2007,8,177389,5
Northern,Blackmail and extortion,2007,0,177389,0
Northern,Disorderly conduct,2007,1443,177389,813
Northern,Drug offences,2007,616,177389,347
Northern,Homicide,2007,8,177389,5
Northern,"Intimidation, stalking and harassment",2007,987,177389,556
Northern,Liquor offences,2007,549,177389,309
Northern,Malicious damage to property,2007,3992,177389,2250
Northern,Other offences,2007,736,177389,415
Northern,Other offences against the person,2007,48,177389,27
Northern,Pornography offences,2007,6,177389,3
Northern,Prohibited and regulated weapons offences,2007,312,177389,176
Northern,Prostitution offences,2007,0,177389,0
Northern,Robbery,2007,58,177389,33
Northern,Sexual offences,2007,427,177389,241
Northern,Theft,2007,7382,177389,4161
Northern,Transport regulatory offences,2007,20,177389,11
Richmond Tweed,Abduction and kidnapping,2007,7,228252,3
Richmond Tweed,Against justice procedures,2007,1453,228252,637
Richmond Tweed,Arson,2007,247,228252,108
Richmond Tweed,Assault,2007,2975,228252,1303
Richmond Tweed,Betting and gaming offences,2007,10,228252,4
Richmond Tweed,Blackmail and extortion,2007,1,228252,0
Richmond Tweed,Disorderly conduct,2007,1429,228252,626
Richmond Tweed,Drug offences,2007,1561,228252,684
Richmond Tweed,Homicide,2007,3,228252,1
Richmond Tweed,"Intimidation, stalking and harassment",2007,842,228252,369
Richmond Tweed,Liquor offences,2007,961,228252,421
Richmond Tweed,Malicious damage to property,2007,3529,228252,1546
Richmond Tweed,Other offences,2007,898,228252,393
Richmond Tweed,Other offences against the person,2007,59,228252,26
Richmond Tweed,Pornography offences,2007,13,228252,6
Richmond Tweed,Prohibited and regulated weapons offences,2007,325,228252,142
Richmond Tweed,Prostitution offences,2007,2,228252,1
Richmond Tweed,Robbery,2007,88,228252,39
Richmond Tweed,Sexual offences,2007,412,228252,181
Richmond Tweed,Theft,2007,9564,228252,4190
Richmond Tweed,Transport regulatory offences,2007,12,228252,5
Southeastern,Abduction and kidnapping,2007,10,220216,5
Southeastern,Against justice procedures,2007,1107,220216,503
Southeastern,Arson,2007,133,220216,60
Southeastern,Assault,2007,2212,220216,1004
Southeastern,Betting and gaming offences,2007,39,220216,18
Southeastern,Blackmail and extortion,2007,0,220216,0
Southeastern,Disorderly conduct,2007,1315,220216,597
Southeastern,Drug offences,2007,917,220216,416
Southeastern,Homicide,2007,1,220216,0
Southeastern,"Intimidation, stalking and harassment",2007,1035,220216,470
Southeastern,Liquor offences,2007,1200,220216,545
Southeastern,Malicious damage to property,2007,3643,220216,1654
Southeastern,Other offences,2007,1002,220216,455
Southeastern,Other offences against the person,2007,91,220216,41
Southeastern,Pornography offences,2007,8,220216,4
Southeastern,Prohibited and regulated weapons offences,2007,336,220216,153
Southeastern,Prostitution offences,2007,0,220216,0
Southeastern,Robbery,2007,41,220216,19
Southeastern,Sexual offences,2007,332,220216,151
Southeastern,Theft,2007,7168,220216,3255
Southeastern,Transport regulatory offences,2007,20,220216,9
Sydney Surrounds,Abduction and kidnapping,2007,21,486548,4
Sydney Surrounds,Against justice procedures,2007,1932,486548,397
Sydney Surrounds,Arson,2007,619,486548,127
Sydney Surrounds,Assault,2007,4855,486548,998
Sydney Surrounds,Betting and gaming offences,2007,26,486548,5
Sydney Surrounds,Blackmail and extortion,2007,4,486548,1
Sydney Surrounds,Disorderly conduct,2007,1478,486548,304
Sydney Surrounds,Drug offences,2007,974,486548,200
Sydney Surrounds,Homicide,2007,7,486548,1
Sydney Surrounds,"Intimidation, stalking and harassment",2007,1918,486548,394
Sydney Surrounds,Liquor offences,2007,926,486548,190
Sydney Surrounds,Malicious damage to property,2007,8855,486548,1820
Sydney Surrounds,Other offences,2007,1086,486548,223
Sydney Surrounds,Other offences against the person,2007,113,486548,23
Sydney Surrounds,Pornography offences,2007,8,486548,2
Sydney Surrounds,Prohibited and regulated weapons offences,2007,494,486548,102
Sydney Surrounds,Prostitution offences,2007,2,486548,0
Sydney Surrounds,Robbery,2007,193,486548,40
Sydney Surrounds,Sexual offences,2007,595,486548,122
Sydney Surrounds,Theft,2007,15340,486548,3153
Sydney Surrounds,Transport regulatory offences,2007,1503,486548,309
Central West,Abduction and kidnapping,2008,6,196095,3
Central West,Against justice procedures,2008,2003,196095,1021
Central West,Arson,2008,269,196095,137
Central West,Assault,2008,2673,196095,1363
Central West,Betting and gaming offences,2008,13,196095,7
Central West,Blackmail and extortion,2008,1,196095,1
Central West,Disorderly conduct,2008,1508,196095,769
Central West,Drug offences,2008,862,196095,440
Central West,Homicide,2008,15,196095,8
Central West,"Intimidation, stalking and harassment",2008,1098,196095,560
Central West,Liquor offences,2008,734,196095,374
Central West,Malicious damage to property,2008,4602,196095,2347
Central West,Other offences,2008,694,196095,354
Central West,Other offences against the person,2008,55,196095,28
Central West,Pornography offences,2008,12,196095,6
Central West,Prohibited and regulated weapons offences,2008,467,196095,238
Central West,Prostitution offences,2008,0,196095,0
Central West,Robbery,2008,58,196095,30
Central West,Sexual offences,2008,440,196095,224
Central West,Theft,2008,8351,196095,4259
Central West,Transport regulatory offences,2008,32,196095,16
Far West,Abduction and kidnapping,2008,1,22714,4
Far West,Against justice procedures,2008,286,22714,1259
Far West,Arson,2008,32,22714,141
Far West,Assault,2008,486,22714,2140
Far West,Betting and gaming offences,2008,0,22714,0
Far West,Blackmail and extortion,2008,0,22714,0
