region,offence,year,crimes.number,erp,crime.rate
Murray,Malicious damage to property,2015,1223,112986,1082
Murray,Other offences,2015,334,112986,296
Murray,Other offences against the person,2015,11,112986,10
Murray,Pornography offences,2015,17,112986,15
Murray,Prohibited and regulated weapons offences,2015,365,112986,323
Murray,Prostitution offences,2015,1,112986,1
Murray,Robbery,2015,15,112986,13
Murray,Sexual offences,2015,262,112986,232
Murray,Theft,2015,3366,112986,2979
Murray,Transport regulatory offences,2015,19,112986,17
Murrumbidgee,Abduction and kidnapping,2015,8,147830,5
Murrumbidgee,Against justice procedures,2015,1694,147830,1146
Murrumbidgee,Arson,2015,234,147830,158
Murrumbidgee,Assault,2015,1698,147830,1149
Murrumbidgee,Betting and gaming offences,2015,22,147830,15
Murrumbidgee,Blackmail and extortion,2015,0,147830,0
Murrumbidgee,Disorderly conduct,2015,846,147830,572
Murrumbidgee,Drug offences,2015,1322,147830,894
Murrumbidgee,Homicide,2015,3,147830,2
Murrumbidgee,"Intimidation, stalking and harassment",2015,1060,147830,717
Murrumbidgee,Liquor offences,2015,583,147830,394
Murrumbidgee,Malicious damage to property,2015,1854,147830,1254
Murrumbidgee,Other offences,2015,380,147830,257
Murrumbidgee,Other offences against the person,2015,41,147830,28
Murrumbidgee,Pornography offences,2015,19,147830,13
Murrumbidgee,Prohibited and regulated weapons offences,2015,562,147830,380
Murrumbidgee,Prostitution offences,2015,1,147830,1
Murrumbidgee,Robbery,2015,28,147830,19
Murrumbidgee,Sexual offences,2015,317,147830,214
Murrumbidgee,Theft,2015,6120,147830,4140
Murrumbidgee,Transport regulatory offences,2015,13,147830,9
North Western,Abduction and kidnapping,2015,14,96975,14
North Western,Against justice procedures,2015,1852,96975,1910
North Western,Arson,2015,256,96975,264
North Western,Assault,2015,1999,96975,2061
North Western,Betting and gaming offences,2015,2,96975,2
North Western,Blackmail and extortion,2015,0,96975,0
North Western,Disorderly conduct,2015,1117,96975,1152
North Western,Drug offences,2015,759,96975,783
North Western,Homicide,2015,6,96975,6
North Western,"Intimidation, stalking and harassment",2015,962,96975,992
North Western,Liquor offences,2015,213,96975,220
North Western,Malicious damage to property,2015,2275,96975,2346
North Western,Other offences,2015,431,96975,444
North Western,Other offences against the person,2015,50,96975,52
North Western,Pornography offences,2015,14,96975,14
North Western,Prohibited and regulated weapons offences,2015,373,96975,385
North Western,Prostitution offences,2015,0,96975,0
North Western,Robbery,2015,36,96975,37
North Western,Sexual offences,2015,341,96975,352
North Western,Theft,2015,6043,96975,6232
North Western,Transport regulatory offences,2015,20,96975,21
Northern,Abduction and kidnapping,2015,2,185097,1
Northern,Against justice procedures,2015,2164,185097,1169
Northern,Arson,2015,292,185097,158
Northern,Assault,2015,2541,185097,1373
Northern,Betting and gaming offences,2015,4,185097,2
Northern,Blackmail and extortion,2015,2,185097,1
Northern,Disorderly conduct,2015,1594,185097,861
Northern,Drug offences,2015,1193,185097,645
Northern,Homicide,2015,7,185097,4
Northern,"Intimidation, stalking and harassment",2015,1440,185097,778
Northern,Liquor offences,2015,377,185097,204
Northern,Malicious damage to property,2015,2857,185097,1544
Northern,Other offences,2015,624,185097,337
Northern,Other offences against the person,2015,58,185097,31
Northern,Pornography offences,2015,18,185097,10
Northern,Prohibited and regulated weapons offences,2015,497,185097,269
Northern,Prostitution offences,2015,0,185097,0
Northern,Robbery,2015,58,185097,31
Northern,Sexual offences,2015,471,185097,254
Northern,Theft,2015,7386,185097,3990
Northern,Transport regulatory offences,2015,22,185097,12
Richmond Tweed,Abduction and kidnapping,2015,15,243957,6
Richmond Tweed,Against justice procedures,2015,1867,243957,765
Richmond Tweed,Arson,2015,193,243957,79
Richmond Tweed,Assault,2015,2207,243957,905
Richmond Tweed,Betting and gaming offences,2015,0,243957,0
Richmond Tweed,Blackmail and extortion,2015,3,243957,1
Richmond Tweed,Disorderly conduct,2015,1110,243957,455
Richmond Tweed,Drug offences,2015,2930,243957,1201
Richmond Tweed,Homicide,2015,4,243957,2
Richmond Tweed,"Intimidation, stalking and harassment",2015,979,243957,401
Richmond Tweed,Liquor offences,2015,433,243957,177
Richmond Tweed,Malicious damage to property,2015,2116,243957,867
Richmond Tweed,Other offences,2015,759,243957,311
Richmond Tweed,Other offences against the person,2015,42,243957,17
Richmond Tweed,Pornography offences,2015,25,243957,10
Richmond Tweed,Prohibited and regulated weapons offences,2015,477,243957,196
Richmond Tweed,Prostitution offences,2015,0,243957,0
Richmond Tweed,Robbery,2015,57,243957,23
Richmond Tweed,Sexual offences,2015,473,243957,194
Richmond Tweed,Theft,2015,7037,243957,2885
Richmond Tweed,Transport regulatory offences,2015,16,243957,7
Southeastern,Abduction and kidnapping,2015,1,236424,0
Southeastern,Against justice procedures,2015,1222,236424,517
Southeastern,Arson,2015,167,236424,71
Southeastern,Assault,2015,1701,236424,719
Southeastern,Betting and gaming offences,2015,0,236424,0
Southeastern,Blackmail and extortion,2015,0,236424,0
Southeastern,Disorderly conduct,2015,1022,236424,432
Southeastern,Drug offences,2015,1588,236424,672
Southeastern,Homicide,2015,4,236424,2
Southeastern,"Intimidation, stalking and harassment",2015,996,236424,421
Southeastern,Liquor offences,2015,532,236424,225
Southeastern,Malicious damage to property,2015,2256,236424,954
Southeastern,Other offences,2015,785,236424,332
Southeastern,Other offences against the person,2015,56,236424,24
Southeastern,Pornography offences,2015,25,236424,11
Southeastern,Prohibited and regulated weapons offences,2015,499,236424,211
Southeastern,Prostitution offences,2015,0,236424,0
Southeastern,Robbery,2015,17,236424,7
Southeastern,Sexual offences,2015,454,236424,192
Southeastern,Theft,2015,5311,236424,2246
Southeastern,Transport regulatory offences,2015,17,236424,7
Sydney Surrounds,Abduction and kidnapping,2015,19,526605,4
Sydney Surrounds,Against justice procedures,2015,3571,526605,678
Sydney Surrounds,Arson,2015,412,526605,78
Sydney Surrounds,Assault,2015,4242,526605,806
Sydney Surrounds,Betting and gaming offences,2015,0,526605,0
Sydney Surrounds,Blackmail and extortion,2015,9,526605,2
Sydney Surrounds,Disorderly conduct,2015,1038,526605,197
Sydney Surrounds,Drug offences,2015,2100,526605,399
Sydney Surrounds,Homicide,2015,16,526605,3
Sydney Surrounds,"Intimidation, stalking and harassment",2015,2546,526605,483
Sydney Surrounds,Liquor offences,2015,476,526605,90
Sydney Surrounds,Malicious damage to property,2015,4842,526605,919
Sydney Surrounds,Other offences,2015,813,526605,154
Sydney Surrounds,Other offences against the person,2015,104,526605,20
Sydney Surrounds,Pornography offences,2015,54,526605,10
Sydney Surrounds,Prohibited and regulated weapons offences,2015,704,526605,134
Sydney Surrounds,Prostitution offences,2015,0,526605,0
Sydney Surrounds,Robbery,2015,120,526605,23
Sydney Surrounds,Sexual offences,2015,891,526605,169
Sydney Surrounds,Theft,2015,13097,526605,2487
Sydney Surrounds,Transport regulatory offences,2015,7421,526605,1409
Central West,Abduction and kidnapping,2016,10,209210,5
Central West,Against justice procedures,2016,2284,209210,1092
Central West,Arson,2016,243,209210,116
Central West,Assault,2016,2275,209210,1087
Central West,Betting and gaming offences,2016,14,209210,7
Central West,Blackmail and extortion,2016,0,209210,0
Central West,Disorderly conduct,2016,1039,209210,497
Central West,Drug offences,2016,1232,209210,589
Central West,Homicide,2016,3,209210,1
Central West,"Intimidation, stalking and harassment",2016,1176,209210,562
Central West,Liquor offences,2016,230,209210,110
Central West,Malicious damage to property,2016,2599,209210,1242
Central West,Other offences,2016,558,209210,267
Central West,Other offences against the person,2016,71,209210,34
Central West,Pornography offences,2016,21,209210,10
Central West,Prohibited and regulated weapons offences,2016,521,209210,249
Central West,Prostitution offences,2016,0,209210,0
Central West,Robbery,2016,56,209210,27
Central West,Sexual offences,2016,508,209210,243
Central West,Theft,2016,7857,209210,3756
Central West,Transport regulatory offences,2016,40,209210,19
Far West,Abduction and kidnapping,2016,1,21107,5
Far West,Against justice procedures,2016,424,21107,2009
Far West,Arson,2016,13,21107,62
Far West,Assault,2016,446,21107,2113
Far West,Betting and gaming offences,2016,0,21107,0
Far West,Blackmail and extortion,2016,2,21107,9
Far West,Disorderly conduct,2016,131,21107,621
Far West,Drug offences,2016,191,21107,905
Far West,Homicide,2016,0,21107,0
Far West,"Intimidation, stalking and harassment",2016,124,21107,587
Far West,Liquor offences,2016,48,21107,227
Far West,Malicious damage to property,2016,337,21107,1597
Far West,Other offences,2016,57,21107,270
Far West,Other offences against the person,2016,6,21107,28
Far West,Pornography offences,2016,2,21107,9
Far West,Prohibited and regulated weapons offences,2016,82,21107,389
Far West,Prostitution offences,2016,0,21107,0
Far West,Robbery,2016,2,21107,9
Far West,Sexual offences,2016,69,21107,327
Far West,Theft,2016,1031,21107,4885
Far West,Transport regulatory offences,2016,1,21107,5
Greater Metropolitan Sydney,Abduction and kidnapping,2016,127,4493220,3
Greater Metropolitan Sydney,Against justice procedures,2016,34307,4493220,764
Greater Metropolitan Sydney,Arson,2016,1741,4493220,39
Greater Metropolitan Sydney,Assault,2016,30943,4493220,689
Greater Metropolitan Sydney,Betting and gaming offences,2016,53,4493220,1
Greater Metropolitan Sydney,Blackmail and extortion,2016,87,4493220,2
Greater Metropolitan Sydney,Disorderly conduct,2016,9441,4493220,210
Greater Metropolitan Sydney,Drug offences,2016,25122,4493220,559
Greater Metropolitan Sydney,Homicide,2016,64,4493220,1
Greater Metropolitan Sydney,"Intimidation, stalking and harassment",2016,14110,4493220,314
Greater Metropolitan Sydney,Liquor offences,2016,6757,4493220,150
Greater Metropolitan Sydney,Malicious damage to property,2016,28300,4493220,630
Greater Metropolitan Sydney,Other offences,2016,7423,4493220,165
Greater Metropolitan Sydney,Other offences against the person,2016,600,4493220,13
Greater Metropolitan Sydney,Pornography offences,2016,271,4493220,6
Greater Metropolitan Sydney,Prohibited and regulated weapons offences,2016,5379,4493220,120
Greater Metropolitan Sydney,Prostitution offences,2016,48,4493220,1
Greater Metropolitan Sydney,Robbery,2016,1569,4493220,35
Greater Metropolitan Sydney,Sexual offences,2016,5353,4493220,119
Greater Metropolitan Sydney,Theft,2016,126129,4493220,2807
Greater Metropolitan Sydney,Transport regulatory offences,2016,96837,4493220,2155
Hunter,Abduction and kidnapping,2016,18,633420,3
Hunter,Against justice procedures,2016,6003,633420,948
Hunter,Arson,2016,908,633420,143
Hunter,Assault,2016,5968,633420,942
Hunter,Betting and gaming offences,2016,3,633420,0
Hunter,Blackmail and extortion,2016,9,633420,1
Hunter,Disorderly conduct,2016,1570,633420,248
Hunter,Drug offences,2016,3152,633420,498
Hunter,Homicide,2016,8,633420,1
Hunter,"Intimidation, stalking and harassment",2016,2966,633420,468
Hunter,Liquor offences,2016,485,633420,77
Hunter,Malicious damage to property,2016,6828,633420,1078
Hunter,Other offences,2016,1287,633420,203
Hunter,Other offences against the person,2016,122,633420,19
Hunter,Pornography offences,2016,45,633420,7
Hunter,Prohibited and regulated weapons offences,2016,1299,633420,205
Hunter,Prostitution offences,2016,0,633420,0
Hunter,Robbery,2016,213,633420,34
Hunter,Sexual offences,2016,1266,633420,200
Hunter,Theft,2016,24367,633420,3847
Hunter,Transport regulatory offences,2016,8834,633420,1395
Illawarra,Abduction and kidnapping,2016,20,453835,4
Illawarra,Against justice procedures,2016,4000,453835,881
Illawarra,Arson,2016,388,453835,85
Illawarra,Assault,2016,3357,453835,740
Illawarra,Betting and gaming offences,2016,4,453835,1
Illawarra,Blackmail and extortion,2016,4,453835,1
Illawarra,Disorderly conduct,2016,1217,453835,268
Illawarra,Drug offences,2016,2772,453835,611
Illawarra,Homicide,2016,2,453835,0
Illawarra,"Intimidation, stalking and harassment",2016,1795,453835,396
Illawarra,Liquor offences,2016,748,453835,165
Illawarra,Malicious damage to property,2016,3701,453835,815
Illawarra,Other offences,2016,979,453835,216
Illawarra,Other offences against the person,2016,57,453835,13
Illawarra,Pornography offences,2016,26,453835,6
Illawarra,Prohibited and regulated weapons offences,2016,884,453835,195
Illawarra,Prostitution offences,2016,1,453835,0
Illawarra,Robbery,2016,108,453835,24
Illawarra,Sexual offences,2016,716,453835,158
Illawarra,Theft,2016,12431,453835,2739
Illawarra,Transport regulatory offences,2016,6255,453835,1378
Mid North Coast,Abduction and kidnapping,2016,10,360128,3
Mid North Coast,Against justice procedures,2016,3521,360128,978
Mid North Coast,Arson,2016,534,360128,148
Mid North Coast,Assault,2016,3686,360128,1024
Mid North Coast,Betting and gaming offences,2016,0,360128,0
Mid North Coast,Blackmail and extortion,2016,1,360128,0
Mid North Coast,Disorderly conduct,2016,1411,360128,392
Mid North Coast,Drug offences,2016,2749,360128,763
Mid North Coast,Homicide,2016,4,360128,1
Mid North Coast,"Intimidation, stalking and harassment",2016,1938,360128,538
Mid North Coast,Liquor offences,2016,534,360128,148
Mid North Coast,Malicious damage to property,2016,3632,360128,1009
Mid North Coast,Other offences,2016,1001,360128,278
Mid North Coast,Other offences against the person,2016,93,360128,26
Mid North Coast,Pornography offences,2016,46,360128,13
Mid North Coast,Prohibited and regulated weapons offences,2016,726,360128,202
Mid North Coast,Prostitution offences,2016,0,360128,0
Mid North Coast,Robbery,2016,74,360128,21
Mid North Coast,Sexual offences,2016,878,360128,244
Mid North Coast,Theft,2016,11124,360128,3089
Mid North Coast,Transport regulatory offences,2016,41,360128,11
Murray,Abduction and kidnapping,2016,4,113869,4
Murray,Against justice procedures,2016,1190,113869,1045
Murray,Arson,2016,76,113869,67
Murray,Assault,2016,1006,113869,883
Murray,Betting and gaming offences,2016,9,113869,8
Murray,Blackmail and extortion,2016,0,113869,0
Murray,Disorderly conduct,2016,458,113869,402
Murray,Drug offences,2016,1264,113869,1110
Murray,Homicide,2016,3,113869,3
Murray,"Intimidation, stalking and harassment",2016,539,113869,473
Murray,Liquor offences,2016,230,113869,202
Murray,Malicious damage to property,2016,1152,113869,1012
Murray,Other offences,2016,295,113869,259
Murray,Other offences against the person,2016,19,113869,17
Murray,Pornography offences,2016,13,113869,11
Murray,Prohibited and regulated weapons offences,2016,378,113869,332
Murray,Prostitution offences,2016,1,113869,1
Murray,Robbery,2016,25,113869,22
Murray,Sexual offences,2016,214,113869,188
Murray,Theft,2016,3840,113869,3372
Murray,Transport regulatory offences,2016,8,113869,7
Murrumbidgee,Abduction and kidnapping,2016,3,148802,2
Murrumbidgee,Against justice procedures,2016,1928,148802,1296
Murrumbidgee,Arson,2016,204,148802,137
Murrumbidgee,Assault,2016,1801,148802,1210
Murrumbidgee,Betting and gaming offences,2016,93,148802,63
Murrumbidgee,Blackmail and extortion,2016,1,148802,1
Murrumbidgee,Disorderly conduct,2016,780,148802,524
Murrumbidgee,Drug offences,2016,1432,148802,962
Murrumbidgee,Homicide,2016,3,148802,2
Murrumbidgee,"Intimidation, stalking and harassment",2016,1004,148802,675
Murrumbidgee,Liquor offences,2016,417,148802,280
Murrumbidgee,Malicious damage to property,2016,1884,148802,1266
Murrumbidgee,Other offences,2016,383,148802,257
Murrumbidgee,Other offences against the person,2016,29,148802,19
Murrumbidgee,Pornography offences,2016,15,148802,10
Murrumbidgee,Prohibited and regulated weapons offences,2016,601,148802,404
Murrumbidgee,Prostitution offences,2016,0,148802,0
Murrumbidgee,Robbery,2016,47,148802,32
Murrumbidgee,Sexual offences,2016,317,148802,213
Murrumbidgee,Theft,2016,5686,148802,3821
Murrumbidgee,Transport regulatory offences,2016,19,148802,13
North Western,Abduction and kidnapping,2016,5,97057,5
North Western,Against justice procedures,2016,2154,97057,2219
North Western,Arson,2016,256,97057,264
North Western,Assault,2016,1796,97057,1850
North Western,Betting and gaming offences,2016,3,97057,3
North Western,Blackmail and extortion,2016,0,97057,0
North Western,Disorderly conduct,2016,1056,97057,1088
North Western,Drug offences,2016,698,97057,719
North Western,Homicide,2016,6,97057,6
North Western,"Intimidation, stalking and harassment",2016,867,97057,893
North Western,Liquor offences,2016,160,97057,165
North Western,Malicious damage to property,2016,2107,97057,2171
North Western,Other offences,2016,345,97057,355
North Western,Other offences against the person,2016,26,97057,27
North Western,Pornography offences,2016,9,97057,9
North Western,Prohibited and regulated weapons offences,2016,424,97057,437
North Western,Prostitution offences,2016,0,97057,0
North Western,Robbery,2016,39,97057,40
North Western,Sexual offences,2016,383,97057,395
North Western,Theft,2016,6790,97057,6996
North Western,Transport regulatory offences,2016,28,97057,29
Northern,Abduction and kidnapping,2016,5,185681,3
Northern,Against justice procedures,2016,2151,185681,1158
Northern,Arson,2016,352,185681,190
Northern,Assault,2016,2513,185681,1353
Northern,Betting and gaming offences,2016,3,185681,2
Northern,Blackmail and extortion,2016,1,185681,1
Northern,Disorderly conduct,2016,1457,185681,785
Northern,Drug offences,2016,1149,185681,619
Northern,Homicide,2016,3,185681,2
Northern,"Intimidation, stalking and harassment",2016,1309,185681,705
Northern,Liquor offences,2016,279,185681,150
Northern,Malicious damage to property,2016,3056,185681,1646
Northern,Other offences,2016,649,185681,350
Northern,Other offences against the person,2016,60,185681,32
Northern,Pornography offences,2016,25,185681,13
Northern,Prohibited and regulated weapons offences,2016,579,185681,312
Northern,Prostitution offences,2016,0,185681,0
Northern,Robbery,2016,50,185681,27
Northern,Sexual offences,2016,515,185681,277
Northern,Theft,2016,8127,185681,4377
Northern,Transport regulatory offences,2016,35,185681,19
Richmond Tweed,Abduction and kidnapping,2016,10,246626,4
Richmond Tweed,Against justice procedures,2016,1969,246626,798
Richmond Tweed,Arson,2016,233,246626,94
Richmond Tweed,Assault,2016,2056,246626,834
Richmond Tweed,Betting and gaming offences,2016,0,246626,0
Richmond Tweed,Blackmail and extortion,2016,3,246626,1
Richmond Tweed,Disorderly conduct,2016,1237,246626,502
Richmond Tweed,Drug offences,2016,3029,246626,1228
Richmond Tweed,Homicide,2016,3,246626,1
Richmond Tweed,"Intimidation, stalking and harassment",2016,971,246626,394
Richmond Tweed,Liquor offences,2016,391,246626,159
Richmond Tweed,Malicious damage to property,2016,2181,246626,884
Richmond Tweed,Other offences,2016,578,246626,234
Richmond Tweed,Other offences against the person,2016,28,246626,11
Richmond Tweed,Pornography offences,2016,26,246626,11
Richmond Tweed,Prohibited and regulated weapons offences,2016,543,246626,220
Richmond Tweed,Prostitution offences,2016,0,246626,0
Richmond Tweed,Robbery,2016,44,246626,18
Richmond Tweed,Sexual offences,2016,529,246626,214
Richmond Tweed,Theft,2016,7527,246626,3052
Richmond Tweed,Transport regulatory offences,2016,16,246626,6
Southeastern,Abduction and kidnapping,2016,0,238257,0
Southeastern,Against justice procedures,2016,1594,238257,669
Southeastern,Arson,2016,171,238257,72
Southeastern,Assault,2016,1713,238257,719
Southeastern,Betting and gaming offences,2016,3,238257,1
Southeastern,Blackmail and extortion,2016,0,238257,0
Southeastern,Disorderly conduct,2016,986,238257,414
Southeastern,Drug offences,2016,1481,238257,622
Southeastern,Homicide,2016,2,238257,1
Southeastern,"Intimidation, stalking and harassment",2016,1032,238257,433
Southeastern,Liquor offences,2016,414,238257,174
Southeastern,Malicious damage to property,2016,2072,238257,870
Southeastern,Other offences,2016,765,238257,321
Southeastern,Other offences against the person,2016,52,238257,22
Southeastern,Pornography offences,2016,28,238257,12
Southeastern,Prohibited and regulated weapons offences,2016,549,238257,230
Southeastern,Prostitution offences,2016,0,238257,0
Southeastern,Robbery,2016,17,238257,7
Southeastern,Sexual offences,2016,414,238257,174
Southeastern,Theft,2016,5576,238257,2340
Southeastern,Transport regulatory offences,2016,24,238257,10
Sydney Surrounds,Abduction and kidnapping,2016,23,531646,4
Sydney Surrounds,Against justice procedures,2016,4074,531646,766
Sydney Surrounds,Arson,2016,477,531646,90
Sydney Surrounds,Assault,2016,4573,531646,860
Sydney Surrounds,Betting and gaming offences,2016,3,531646,1
Sydney Surrounds,Blackmail and extortion,2016,2,531646,0
Sydney Surrounds,Disorderly conduct,2016,1031,531646,194
Sydney Surrounds,Drug offences,2016,2231,531646,420
Sydney Surrounds,Homicide,2016,6,531646,1
Sydney Surrounds,"Intimidation, stalking and harassment",2016,2687,531646,505
Sydney Surrounds,Liquor offences,2016,307,531646,58
Sydney Surrounds,Malicious damage to property,2016,4804,531646,904
Sydney Surrounds,Other offences,2016,680,531646,128
Sydney Surrounds,Other offences against the person,2016,94,531646,18
Sydney Surrounds,Pornography offences,2016,51,531646,10
Sydney Surrounds,Prohibited and regulated weapons offences,2016,758,531646,143
Sydney Surrounds,Prostitution offences,2016,1,531646,0
Sydney Surrounds,Robbery,2016,111,531646,21
Sydney Surrounds,Sexual offences,2016,1030,531646,194
Sydney Surrounds,Theft,2016,13900,531646,2615
Sydney Surrounds,Transport regulatory offences,2016,7893,531646,1485
Central West,Abduction and kidnapping,2017,4,210268,2
Central West,Against justice procedures,2017,2409,210268,1146
Central West,Arson,2017,337,210268,160
Central West,Assault,2017,2288,210268,1088
Central West,Betting and gaming offences,2017,2,210268,1
Central West,Blackmail and extortion,2017,0,210268,0
Central West,Disorderly conduct,2017,982,210268,467
Central West,Drug offences,2017,1166,210268,555
Central West,Homicide,2017,5,210268,2
Central West,"Intimidation, stalking and harassment",2017,1300,210268,618
Central West,Liquor offences,2017,444,210268,211
Central West,Malicious damage to property,2017,2549,210268,1212
Central West,Other offences,2017,511,210268,243
Central West,Other offences against the person,2017,30,210268,14
Central West,Pornography offences,2017,26,210268,12
Central West,Prohibited and regulated weapons offences,2017,604,210268,287
Central West,Prostitution offences,2017,0,210268,0
Central West,Robbery,2017,36,210268,17
Central West,Sexual offences,2017,586,210268,279
Central West,Theft,2017,6294,210268,2993
Central West,Transport regulatory offences,2017,29,210268,14
Far West,Abduction and kidnapping,2017,0,20803,0
Far West,Against justice procedures,2017,498,20803,2394
Far West,Arson,2017,19,20803,91
Far West,Assault,2017,485,20803,2331
Far West,Betting and gaming offences,2017,0,20803,0
Far West,Blackmail and extortion,2017,0,20803,0
Far West,Disorderly conduct,2017,167,20803,803
Far West,Drug offences,2017,143,20803,687
Far West,Homicide,2017,0,20803,0
Far West,"Intimidation, stalking and harassment",2017,180,20803,865
Far West,Liquor offences,2017,58,20803,279
Far West,Malicious damage to property,2017,417,20803,2005
Far West,Other offences,2017,74,20803,356
Far West,Other offences against the person,2017,4,20803,19
Far West,Pornography offences,2017,1,20803,5
Far West,Prohibited and regulated weapons offences,2017,66,20803,317
Far West,Prostitution offences,2017,0,20803,0
Far West,Robbery,2017,7,20803,34
Far West,Sexual offences,2017,75,20803,361
Far West,Theft,2017,945,20803,4543
Far West,Transport regulatory offences,2017,0,20803,0
Greater Metropolitan Sydney,Abduction and kidnapping,2017,112,4596682,2
Greater Metropolitan Sydney,Against justice procedures,2017,33695,4596682,733
Greater Metropolitan Sydney,Arson,2017,1710,4596682,37
Greater Metropolitan Sydney,Assault,2017,31144,4596682,678
Greater Metropolitan Sydney,Betting and gaming offences,2017,23,4596682,1
Greater Metropolitan Sydney,Blackmail and extortion,2017,74,4596682,2
Greater Metropolitan Sydney,Disorderly conduct,2017,8539,4596682,186
Greater Metropolitan Sydney,Drug offences,2017,25821,4596682,562
Greater Metropolitan Sydney,Homicide,2017,43,4596682,1
Greater Metropolitan Sydney,"Intimidation, stalking and harassment",2017,13876,4596682,302
Greater Metropolitan Sydney,Liquor offences,2017,6366,4596682,138
Greater Metropolitan Sydney,Malicious damage to property,2017,27354,4596682,595
Greater Metropolitan Sydney,Other offences,2017,7333,4596682,160
Greater Metropolitan Sydney,Other offences against the person,2017,247,4596682,5
Greater Metropolitan Sydney,Pornography offences,2017,253,4596682,6
Greater Metropolitan Sydney,Prohibited and regulated weapons offences,2017,5251,4596682,114
Greater Metropolitan Sydney,Prostitution offences,2017,67,4596682,1
Greater Metropolitan Sydney,Robbery,2017,1666,4596682,36
Greater Metropolitan Sydney,Sexual offences,2017,6153,4596682,134
Greater Metropolitan Sydney,Theft,2017,124130,4596682,2700
Greater Metropolitan Sydney,Transport regulatory offences,2017,100028,4596682,2176
Hunter,Abduction and kidnapping,2017,26,639346,4
Hunter,Against justice procedures,2017,5709,639346,893
Hunter,Arson,2017,858,639346,134
Hunter,Assault,2017,5837,639346,913
Hunter,Betting and gaming offences,2017,2,639346,0
Hunter,Blackmail and extortion,2017,2,639346,0
Hunter,Disorderly conduct,2017,1631,639346,255
Hunter,Drug offences,2017,2849,639346,446
Hunter,Homicide,2017,5,639346,1
Hunter,"Intimidation, stalking and harassment",2017,3184,639346,498
Hunter,Liquor offences,2017,524,639346,82
Hunter,Malicious damage to property,2017,6929,639346,1084
Hunter,Other offences,2017,1274,639346,199
Hunter,Other offences against the person,2017,50,639346,8
Hunter,Pornography offences,2017,71,639346,11
Hunter,Prohibited and regulated weapons offences,2017,1301,639346,203
Hunter,Prostitution offences,2017,1,639346,0
Hunter,Robbery,2017,164,639346,26
Hunter,Sexual offences,2017,1518,639346,237
Hunter,Theft,2017,23704,639346,3708
Hunter,Transport regulatory offences,2017,10388,639346,1625
Illawarra,Abduction and kidnapping,2017,16,459237,3
Illawarra,Against justice procedures,2017,3699,459237,805
Illawarra,Arson,2017,374,459237,81
Illawarra,Assault,2017,3089,459237,673
Illawarra,Betting and gaming offences,2017,3,459237,1
Illawarra,Blackmail and extortion,2017,1,459237,0
Illawarra,Disorderly conduct,2017,1232,459237,268
Illawarra,Drug offences,2017,2688,459237,585
Illawarra,Homicide,2017,2,459237,0
Illawarra,"Intimidation, stalking and harassment",2017,1607,459237,350
Illawarra,Liquor offences,2017,715,459237,156
Illawarra,Malicious damage to property,2017,3654,459237,796
Illawarra,Other offences,2017,963,459237,210
Illawarra,Other offences against the person,2017,39,459237,8
Illawarra,Pornography offences,2017,26,459237,6
Illawarra,Prohibited and regulated weapons offences,2017,946,459237,206
Illawarra,Prostitution offences,2017,0,459237,0
Illawarra,Robbery,2017,116,459237,25
Illawarra,Sexual offences,2017,787,459237,171
Illawarra,Theft,2017,11298,459237,2460
Illawarra,Transport regulatory offences,2017,8994,459237,1958
Mid North Coast,Abduction and kidnapping,2017,13,363107,4
Mid North Coast,Against justice procedures,2017,3494,363107,962
Mid North Coast,Arson,2017,568,363107,156
Mid North Coast,Assault,2017,3604,363107,993
Mid North Coast,Betting and gaming offences,2017,0,363107,0
Mid North Coast,Blackmail and extortion,2017,1,363107,0
Mid North Coast,Disorderly conduct,2017,1383,363107,381
Mid North Coast,Drug offences,2017,2591,363107,714
Mid North Coast,Homicide,2017,1,363107,0
Mid North Coast,"Intimidation, stalking and harassment",2017,1936,363107,533
Mid North Coast,Liquor offences,2017,607,363107,167
Mid North Coast,Malicious damage to property,2017,3628,363107,999
Mid North Coast,Other offences,2017,1032,363107,284
Mid North Coast,Other offences against the person,2017,35,363107,10
Mid North Coast,Pornography offences,2017,51,363107,14
Mid North Coast,Prohibited and regulated weapons offences,2017,735,363107,202
Mid North Coast,Prostitution offences,2017,0,363107,0
Mid North Coast,Robbery,2017,98,363107,27
Mid North Coast,Sexual offences,2017,881,363107,243
Mid North Coast,Theft,2017,11050,363107,3043
Mid North Coast,Transport regulatory offences,2017,50,363107,14
Murray,Abduction and kidnapping,2017,4,114877,3
Murray,Against justice procedures,2017,1285,114877,1119
Murray,Arson,2017,134,114877,117
Murray,Assault,2017,1023,114877,891
Murray,Betting and gaming offences,2017,14,114877,12
Murray,Blackmail and extortion,2017,0,114877,0
Murray,Disorderly conduct,2017,477,114877,415
Murray,Drug offences,2017,766,114877,667
Murray,Homicide,2017,2,114877,2
Murray,"Intimidation, stalking and harassment",2017,546,114877,475
Murray,Liquor offences,2017,223,114877,194
Murray,Malicious damage to property,2017,1247,114877,1086
Murray,Other offences,2017,299,114877,260
Murray,Other offences against the person,2017,7,114877,6
Murray,Pornography offences,2017,20,114877,17
Murray,Prohibited and regulated weapons offences,2017,338,114877,294
Murray,Prostitution offences,2017,3,114877,3
Murray,Robbery,2017,20,114877,17
Murray,Sexual offences,2017,258,114877,225
Murray,Theft,2017,3840,114877,3343
